sgRNA	Gene	HL60.initial	KBM7.initial	HL60.final	KBM7.final
ADCK2_m140373177	ADCK2	396	453	1181	747
ADCK2_m140373210	ADCK2	587	354	2377	1644
ADCK2_m140373220	ADCK2	235	328	1346	846
ADCK2_m140373231	ADCK2	894	647	1868	2104
ADCK2_p140373122	ADCK2	394	525	1206	1142
ADCK2_p140373137	ADCK2	132	30	193	44
ADCK2_p140373158	ADCK2	570	537	1365	1700
ADCK2_p140373194	ADCK2	854	572	2422	1834
ADCK3_m227149096	ADCK3	184	234	688	919
ADCK3_m227149144	ADCK3	179	95	300	405
ADCK3_m227149153	ADCK3	844	1373	2964	3638
ADCK3_m227149163	ADCK3	759	599	2130	3197
ADCK3_p227149079	ADCK3	1573	613	2063	2888
ADCK3_p227149104	ADCK3	1108	940	3375	3744
ADCK3_p227149124	ADCK3	822	569	1637	1858
ADCK3_p227149133	ADCK3	493	365	1114	1747
ADCK3_p227149155	ADCK3	1548	1255	4648	5233
ADCK3_p227149165	ADCK3	380	472	1686	2046
ADCK4_m41220243	ADCK4	565	487	2139	1295
ADCK4_m41220249	ADCK4	1008	1123	3240	3165
ADCK4_m41220284	ADCK4	840	732	2152	3902
ADCK4_m41220291	ADCK4	153	106	1110	142
ADCK4_m41220465	ADCK4	553	476	1500	1747
ADCK4_m41220474	ADCK4	1346	986	4215	4983
ADCK4_m41220523	ADCK4	385	437	1392	779
ADCK4_p41220276	ADCK4	463	301	873	1793
ADCK4_p41220422	ADCK4	110	188	436	813
ADCK4_p41220480	ADCK4	1717	1377	3413	2651
ADCK5_m145603095	ADCK5	617	573	1345	2054
ADCK5_m145603137	ADCK5	813	610	1046	1919
ADCK5_m145603170	ADCK5	584	452	1694	958
ADCK5_m145608301	ADCK5	715	396	2393	2309
ADCK5_m145608343	ADCK5	637	445	2314	2374
ADCK5_p145597774	ADCK5	392	305	1063	531
ADCK5_p145603106	ADCK5	1009	755	3670	2825
ADCK5_p145603142	ADCK5	871	833	2002	2685
ADCK5_p145608305	ADCK5	256	349	597	165
ADCK5_p145608311	ADCK5	409	418	1942	1575
ADCY1_m45614206	ADCY1	122	176	649	351
ADCY1_m45614243	ADCY1	688	682	769	1474
ADCY1_m45614270	ADCY1	454	346	861	1526
ADCY1_m45614323	ADCY1	483	514	1591	2080
ADCY1_p45614127	ADCY1	1174	1279	2832	2521
ADCY1_p45614255	ADCY1	307	465	1300	901
ADCY1_p45614284	ADCY1	296	284	589	810
ADCY1_p45614294	ADCY1	102	176	456	419
ADCY1_p45614309	ADCY1	265	110	279	66
ADCY1_p45614315	ADCY1	2	41	334	327
ADD1_m2877698	ADD1	325	227	747	430
ADD1_m2877722	ADD1	326	204	806	817
ADD1_m2877771	ADD1	361	456	1293	1306
ADD1_m2877776	ADD1	385	247	855	962
ADD1_p2877627	ADD1	161	175	797	1406
ADD1_p2877644	ADD1	558	574	1946	1334
ADD1_p2877730	ADD1	132	14	378	366
ADD1_p2877736	ADD1	751	456	1220	969
ADD1_p2877743	ADD1	390	787	1155	1591
ADD1_p2877761	ADD1	960	365	1696	1882
ADD3_m111860427	ADD3	193	292	1082	1216
ADD3_m111860445	ADD3	862	391	1646	934
ADD3_m111860450	ADD3	1087	846	2617	3137
ADD3_m111860456	ADD3	1010	495	2002	1201
ADD3_m111860540	ADD3	794	741	2167	1575
ADD3_p111860411	ADD3	404	470	829	1630
ADD3_p111860500	ADD3	351	591	1798	1978
ADD3_p111860505	ADD3	665	476	984	1023
ADD3_p111860545	ADD3	940	681	1977	2029
ADD3_p111860553	ADD3	1280	776	2512	1755
ADH5_m100003154	ADH5	381	424	416	798
ADH5_m100003254	ADH5	802	700	1376	1879
ADH5_m100006267	ADH5	911	907	3313	3502
ADH5_m100006354	ADH5	971	652	2604	2435
ADH5_m100009841	ADH5	1322	1273	3324	3483
ADH5_p100002504	ADH5	455	404	1225	1641
ADH5_p100002510	ADH5	302	136	716	1270
ADH5_p100002584	ADH5	1479	666	2178	2515
ADH5_p100003219	ADH5	215	330	71	223
ADH5_p100003224	ADH5	378	204	542	1124
ADH7_m100349694	ADH7	552	581	1627	1566
ADH7_m100350690	ADH7	116	403	581	668
ADH7_m100350735	ADH7	553	374	1228	793
ADH7_m100350762	ADH7	1263	889	2255	2111
ADH7_p100349698	ADH7	740	477	1576	2712
ADH7_p100349706	ADH7	316	222	272	956
ADH7_p100349757	ADH7	412	324	814	1257
ADH7_p100350692	ADH7	398	255	649	1596
ADH7_p100350718	ADH7	117	181	363	114
ADH7_p100350724	ADH7	233	217	712	560
ADI1_m3517677	ADI1	282	275	359	706
ADI1_m3523156	ADI1	523	407	1020	1658
ADI1_m3523162	ADI1	403	400	575	1011
ADI1_m3523239	ADI1	394	178	644	1113
ADI1_m3523246	ADI1	545	375	1984	1698
ADI1_m3523251	ADI1	1062	1025	3383	3536
ADI1_p3517642	ADI1	178	225	644	1989
ADI1_p3517660	ADI1	667	470	1496	1344
ADI1_p3523164	ADI1	762	685	1012	1748
ADI1_p3523171	ADI1	433	88	894	437
ADIRF_m88728302	ADIRF	335	125	491	180
ADIRF_m88728350	ADIRF	166	135	207	305
ADIRF_m88729968	ADIRF	500	379	984	823
ADIRF_p88728292	ADIRF	731	535	1745	1300
ADIRF_p88728315	ADIRF	478	569	2047	1778
ADIRF_p88728321	ADIRF	1121	428	1087	1063
ADIRF_p88729942	ADIRF	647	487	962	1344
ADIRF_p88729951	ADIRF	296	245	437	594
ADIRF_p88729975	ADIRF	61	118	331	532
ADIRF_p88729984	ADIRF	904	885	1780	2371
ADK_m75960552	ADK	1002	1030	2002	2299
ADK_m75960590	ADK	142	37	463	612
ADK_m76153995	ADK	688	657	1035	1504
ADK_m76154033	ADK	379	386	1387	1782
ADK_p75960554	ADK	247	465	1168	611
ADK_p76074446	ADK	1024	254	1036	1732
ADK_p76074475	ADK	135	16	396	200
ADK_p76074481	ADK	298	42	404	404
ADK_p76153940	ADK	547	266	2118	2103
ADK_p76154015	ADK	309	276	1421	1198
ADNP2_m77891006	ADNP2	0	0	25	295
ADNP2_p77875445	ADNP2	446	349	891	1167
ADNP2_p77875475	ADNP2	169	60	454	806
ADNP2_p77875482	ADNP2	382	220	761	1355
ADNP2_p77875499	ADNP2	507	346	719	1609
ADNP2_p77875511	ADNP2	880	734	1596	2475
ADNP2_p77890985	ADNP2	528	721	1784	2201
ADNP2_p77891013	ADNP2	505	342	833	1052
ADNP2_p77891042	ADNP2	162	131	662	956
ADNP2_p77891053	ADNP2	241	181	536	504
ADNP_m49511043	ADNP	278	295	767	1226
ADNP_m49518579	ADNP	1228	808	2714	3762
ADNP_m49518587	ADNP	2053	1488	2908	6245
ADNP_m49520451	ADNP	1122	441	1226	2328
ADNP_m49520507	ADNP	653	787	2266	4913
ADNP_p49510837	ADNP	337	170	534	970
ADNP_p49510899	ADNP	1015	750	3309	3466
ADNP_p49510949	ADNP	292	501	900	1980
ADNP_p49511011	ADNP	291	323	1039	1572
ADNP_p49520498	ADNP	470	432	1649	1736
ADPRHL2_m36554512	ADPRHL2	337	456	1255	1717
ADPRHL2_m36554557	ADPRHL2	1087	589	1204	1823
ADPRHL2_m36554563	ADPRHL2	823	237	1247	1066
ADPRHL2_m36554576	ADPRHL2	748	628	2075	2502
ADPRHL2_m36554620	ADPRHL2	239	168	388	130
ADPRHL2_p36554501	ADPRHL2	407	391	1071	1610
ADPRHL2_p36554520	ADPRHL2	750	594	2176	1591
ADPRHL2_p36554568	ADPRHL2	335	447	881	1510
ADPRHL2_p36554580	ADPRHL2	578	527	1481	1293
ADPRHL2_p36554606	ADPRHL2	175	138	84	355
ADRA1A_m26722399	ADRA1A	110	130	597	857
ADRA1A_m26722428	ADRA1A	0	0	108	322
ADRA1A_m26722434	ADRA1A	716	734	1561	1900
ADRA1A_m26722473	ADRA1A	552	327	1172	1094
ADRA1A_p26722329	ADRA1A	1069	820	2273	2416
ADRA1A_p26722406	ADRA1A	227	314	1002	1190
ADRA1A_p26722412	ADRA1A	689	554	1599	1443
ADRA1A_p26722419	ADRA1A	386	286	793	647
ADRA1A_p26722438	ADRA1A	744	526	1152	1461
ADRA1A_p26722465	ADRA1A	378	280	1518	394
ADRA1B_m159343921	ADRA1B	46	138	311	193
ADRA1B_m159343926	ADRA1B	358	462	1834	1238
ADRA1B_m159343934	ADRA1B	509	676	1632	1313
ADRA1B_m159343996	ADRA1B	509	295	1458	1358
ADRA1B_m159344001	ADRA1B	224	174	1398	1182
ADRA1B_m159344006	ADRA1B	341	125	345	760
ADRA1B_m159344028	ADRA1B	731	297	1475	1304
ADRA1B_p159343905	ADRA1B	279	165	70	585
ADRA1B_p159343912	ADRA1B	782	825	1522	1899
ADRA1B_p159343940	ADRA1B	731	705	2012	2117
ADRB1_m115803922	ADRB1	157	126	616	620
ADRB1_m115803930	ADRB1	300	124	716	632
ADRB1_m115803938	ADRB1	588	662	1530	2374
ADRB1_m115803996	ADRB1	439	290	1119	700
ADRB1_m115804005	ADRB1	916	892	1255	1108
ADRB1_m115804012	ADRB1	1474	1094	1733	1233
ADRB1_m115804041	ADRB1	282	646	958	1752
ADRB1_m115804047	ADRB1	434	307	611	563
ADRB1_p115803878	ADRB1	298	647	2027	1533
ADRB1_p115803909	ADRB1	393	357	1120	1694
ADRB2_m148206406	ADRB2	564	485	1573	1390
ADRB2_m148206447	ADRB2	562	463	1395	1143
ADRB2_p148206408	ADRB2	731	425	2455	1785
ADRB2_p148206418	ADRB2	302	232	732	632
ADRB2_p148206432	ADRB2	318	630	939	939
ADRB2_p148206450	ADRB2	414	494	1514	932
ADRB2_p148206455	ADRB2	3368	2002	6329	7676
ADRB2_p148206462	ADRB2	920	529	1751	2621
ADRB2_p148206467	ADRB2	518	521	1030	1397
ADRB2_p148206474	ADRB2	101	249	664	626
ADRB3_m37823829	ADRB3	214	158	1095	887
ADRB3_m37823842	ADRB3	97	0	0	242
ADRB3_m37823867	ADRB3	171	134	398	767
ADRB3_m37823894	ADRB3	827	1050	3426	3963
ADRB3_p37823813	ADRB3	862	396	837	792
ADRB3_p37823900	ADRB3	123	135	443	359
ADRB3_p37823908	ADRB3	321	225	1162	1331
ADRB3_p37823913	ADRB3	309	215	833	744
ADRB3_p37823952	ADRB3	839	821	2409	2329
ADRB3_p37823958	ADRB3	1511	550	2208	2013
ADRBK1_m67034181	ADRBK1	253	494	3797	2735
ADRBK1_m67034219	ADRBK1	755	641	1538	1746
ADRBK1_m67034242	ADRBK1	995	681	2437	2655
ADRBK1_m67034255	ADRBK1	399	556	1179	2293
ADRBK1_p67034160	ADRBK1	693	404	1697	2000
ADRBK1_p67034166	ADRBK1	864	683	2522	2840
ADRBK1_p67034172	ADRBK1	899	1011	2344	2162
ADRBK1_p67034193	ADRBK1	618	469	2599	2217
ADRBK1_p67034199	ADRBK1	628	427	2345	2230
ADRBK1_p67034261	ADRBK1	463	357	505	1103
ADRBK2_m25961078	ADRBK2	215	236	789	926
ADRBK2_m25961092	ADRBK2	1140	544	2086	3062
ADRBK2_m25961108	ADRBK2	702	221	1434	1217
ADRBK2_m26000349	ADRBK2	179	217	917	455
ADRBK2_m26000370	ADRBK2	484	243	906	740
ADRBK2_m26057580	ADRBK2	415	459	1917	1560
ADRBK2_p25960997	ADRBK2	892	242	1961	1439
ADRBK2_p25961098	ADRBK2	1384	463	1717	1821
ADRBK2_p26040592	ADRBK2	290	342	410	1075
ADRBK2_p26057601	ADRBK2	991	947	2744	3634
ADRM1_m60878634	ADRM1	279	370	690	623
ADRM1_m60878651	ADRM1	501	373	891	915
ADRM1_m60878679	ADRM1	1078	907	2696	2532
ADRM1_p60878615	ADRM1	325	474	280	783
ADRM1_p60878642	ADRM1	64	70	112	789
ADRM1_p60878671	ADRM1	286	76	488	546
ADRM1_p60878682	ADRM1	688	402	1256	1923
ADRM1_p60878687	ADRM1	138	180	680	90
ADRM1_p60878704	ADRM1	186	378	576	565
ADRM1_p60878730	ADRM1	423	358	622	1086
AEBP1_m44144289	AEBP1	1334	1186	2582	3782
AEBP1_m44144302	AEBP1	402	478	786	1505
AEBP1_m44144319	AEBP1	675	505	775	1012
AEBP1_m44144326	AEBP1	782	647	2562	2633
AEBP1_m44144338	AEBP1	395	198	1099	513
AEBP1_m44144355	AEBP1	357	1109	1602	1473
AEBP1_p44144293	AEBP1	613	649	1571	2284
AEBP1_p44144306	AEBP1	661	532	1463	891
AEBP1_p44144347	AEBP1	707	560	1087	1375
AEBP1_p44144359	AEBP1	524	496	916	1847
AEBP2_m19615484	AEBP2	71	218	511	716
AEBP2_m19615553	AEBP2	933	301	1372	1392
AEBP2_m19615572	AEBP2	696	264	1156	1354
AEBP2_m19615578	AEBP2	237	378	1301	1044
AEBP2_p19615440	AEBP2	701	615	1392	1934
AEBP2_p19615465	AEBP2	175	242	252	143
AEBP2_p19615492	AEBP2	497	218	640	1437
AEBP2_p19615498	AEBP2	637	511	990	1441
AEBP2_p19615544	AEBP2	507	423	1167	1352
AEBP2_p19615557	AEBP2	808	484	2226	1828
AEN_m89169460	AEN	1093	875	2182	1989
AEN_m89169478	AEN	940	749	2392	572
AEN_m89169484	AEN	903	509	1547	1436
AEN_m89169489	AEN	64	0	278	214
AEN_m89169495	AEN	451	335	1322	685
AEN_m89169500	AEN	462	320	1175	861
AEN_m89169507	AEN	386	415	528	1381
AEN_m89169544	AEN	365	387	800	689
AEN_p89169516	AEN	983	602	2722	1738
AEN_p89169534	AEN	701	600	2356	790
AES_m3056311	AES	515	347	1414	2030
AES_m3056337	AES	563	690	1812	2204
AES_m3057678	AES	591	446	1183	1776
AES_m3057717	AES	680	578	1487	2171
AES_m3061159	AES	385	371	1586	1251
AES_m3061215	AES	356	510	1912	1476
AES_p3056318	AES	734	371	1264	1467
AES_p3061179	AES	183	175	179	695
AES_p3061186	AES	162	150	269	806
AES_p3061195	AES	367	200	1323	339
AFAP1L2_m116092987	AFAP1L2	598	262	1008	1705
AFAP1L2_m116093045	AFAP1L2	482	477	1193	1342
AFAP1L2_m116100394	AFAP1L2	453	557	1363	906
AFAP1L2_m116100466	AFAP1L2	311	244	775	934
AFAP1L2_p116092995	AFAP1L2	941	487	1418	1489
AFAP1L2_p116100376	AFAP1L2	150	289	593	940
AFAP1L2_p116100409	AFAP1L2	915	638	3685	2371
AFAP1L2_p116100418	AFAP1L2	264	204	1090	1162
AFAP1L2_p116100433	AFAP1L2	227	167	549	378
AFAP1L2_p116164194	AFAP1L2	402	206	961	965
AFF1_m87967374	AFF1	175	108	270	664
AFF1_m87967382	AFF1	253	196	229	920
AFF1_m87967432	AFF1	118	339	234	376
AFF1_m87967920	AFF1	511	918	1733	1106
AFF1_m87967978	AFF1	374	206	595	1219
AFF1_p87967338	AFF1	422	361	1309	2027
AFF1_p87967353	AFF1	1215	822	1522	2879
AFF1_p87967869	AFF1	489	702	1911	1568
AFF1_p87967890	AFF1	561	567	835	2301
AFF1_p87967926	AFF1	539	580	2082	1397
AFF2_m147891407	AFF2	242	211	431	1053
AFF2_m147891412	AFF2	527	282	1329	1264
AFF2_m147891420	AFF2	344	69	183	320
AFF2_m147924509	AFF2	83	46	50	201
AFF2_m147924918	AFF2	584	640	1261	4264
AFF2_m147924923	AFF2	409	185	588	318
AFF2_m147967463	AFF2	411	513	1474	1929
AFF2_m147967470	AFF2	607	720	1417	2796
AFF2_p147891422	AFF2	83	353	593	530
AFF2_p147967406	AFF2	710	592	2176	2168
AFF3_m100623802	AFF3	426	108	207	324
AFF3_m100623914	AFF3	165	122	178	388
AFF3_m100625275	AFF3	355	134	962	902
AFF3_m100625319	AFF3	505	440	1515	1741
AFF3_m100625326	AFF3	318	254	825	1101
AFF3_m100625363	AFF3	789	429	801	533
AFF3_p100623773	AFF3	1294	1028	2494	1487
AFF3_p100623814	AFF3	646	605	968	2285
AFF3_p100623867	AFF3	637	316	1053	1051
AFF3_p100623873	AFF3	217	247	690	368
AFF4_m132272813	AFF4	649	422	1198	2157
AFF4_m132272826	AFF4	786	1234	3211	3711
AFF4_m132272833	AFF4	929	1084	1731	2189
AFF4_m132272841	AFF4	164	359	448	1402
AFF4_m132272866	AFF4	816	826	2232	2605
AFF4_p132272747	AFF4	359	64	115	579
AFF4_p132272762	AFF4	382	267	1139	1059
AFF4_p132272771	AFF4	375	781	1818	2643
AFF4_p132272844	AFF4	408	530	1920	2421
AFF4_p132272853	AFF4	515	381	1400	1598
AFMID_m76183481	AFMID	477	551	978	1588
AFMID_m76183493	AFMID	304	108	349	365
AFMID_m76187074	AFMID	611	496	803	543
AFMID_m76187079	AFMID	269	265	866	440
AFMID_p76183445	AFMID	620	482	1487	1754
AFMID_p76183450	AFMID	543	878	962	1761
AFMID_p76183465	AFMID	108	337	504	414
AFMID_p76183473	AFMID	261	241	1321	746
AFMID_p76187060	AFMID	309	636	1105	1222
AFMID_p76187082	AFMID	774	579	1274	1548
AFTPH_m64778617	AFTPH	283	165	385	65
AFTPH_m64778646	AFTPH	680	529	1310	2559
AFTPH_m64778724	AFTPH	34	72	168	117
AFTPH_m64778773	AFTPH	41	91	367	335
AFTPH_m64778841	AFTPH	508	257	1696	967
AFTPH_m64778905	AFTPH	315	199	981	1187
AFTPH_p64778649	AFTPH	1173	845	2103	2885
AFTPH_p64778713	AFTPH	1178	849	2447	1747
AFTPH_p64778754	AFTPH	578	485	1208	1349
AFTPH_p64778890	AFTPH	422	298	581	1149
AGAP2_m58128438	AGAP2	556	505	1856	1455
AGAP2_m58128444	AGAP2	1673	906	3114	3687
AGAP2_m58128454	AGAP2	825	649	1423	1588
AGAP2_m58129187	AGAP2	624	433	1675	1954
AGAP2_m58129192	AGAP2	541	409	1625	662
AGAP2_p58128423	AGAP2	287	288	635	725
AGAP2_p58129143	AGAP2	515	282	1256	456
AGAP2_p58129148	AGAP2	519	670	986	1154
AGAP2_p58129153	AGAP2	208	115	403	489
AGAP2_p58129171	AGAP2	346	511	2100	2182
AGAP3_m150784003	AGAP3	944	631	1925	1942
AGAP3_p150783818	AGAP3	264	287	1479	1311
AGAP3_p150783825	AGAP3	222	358	1523	1076
AGAP3_p150783857	AGAP3	904	585	2134	2790
AGAP3_p150783866	AGAP3	240	132	492	750
AGAP3_p150783903	AGAP3	472	382	1243	1565
AGAP3_p150783915	AGAP3	570	405	594	1737
AGAP3_p150783972	AGAP3	249	208	529	1305
AGAP3_p150784007	AGAP3	481	358	1327	2561
AGAP3_p150784015	AGAP3	331	379	1244	1284
AGBL5_m27275887	AGBL5	436	339	487	337
AGBL5_m27275950	AGBL5	241	158	324	482
AGBL5_m27275975	AGBL5	530	525	1234	1582
AGBL5_m27276001	AGBL5	425	312	588	976
AGBL5_m27276006	AGBL5	771	785	1013	1977
AGBL5_p27275820	AGBL5	288	232	356	746
AGBL5_p27275854	AGBL5	202	467	776	2155
AGBL5_p27275870	AGBL5	466	308	625	990
AGBL5_p27275876	AGBL5	300	355	689	799
AGBL5_p27275898	AGBL5	754	1109	1690	2331
AGFG1_m228337138	AGFG1	714	564	2746	1557
AGFG1_m228337178	AGFG1	374	575	1247	1529
AGFG1_m228337201	AGFG1	635	496	1007	1334
AGFG1_m228337208	AGFG1	457	440	879	1340
AGFG1_m228337217	AGFG1	229	348	573	750
AGFG1_m228337248	AGFG1	669	378	1071	587
AGFG1_m228337276	AGFG1	1621	1273	2485	2620
AGFG1_p228337142	AGFG1	0	24	0	137
AGFG1_p228337168	AGFG1	454	376	780	1240
AGFG1_p228337221	AGFG1	306	241	1131	1122
AGL_m100327112	AGL	777	539	1842	2115
AGL_m100327128	AGL	83	140	505	640
AGL_m100327135	AGL	151	67	664	807
AGL_m100327186	AGL	94	90	635	232
AGL_m100327263	AGL	516	261	650	368
AGL_p100327060	AGL	497	260	523	675
AGL_p100327074	AGL	413	555	1032	899
AGL_p100327114	AGL	32	83	380	54
AGL_p100327219	AGL	134	162	66	137
AGL_p100327246	AGL	315	143	320	626
AGPAT3_m45379563	AGPAT3	179	141	81	288
AGPAT3_m45379570	AGPAT3	87	130	303	281
AGPAT3_m45379578	AGPAT3	69	88	328	395
AGPAT3_m45379590	AGPAT3	819	918	2207	1744
AGPAT3_m45379606	AGPAT3	256	166	527	358
AGPAT3_p45379552	AGPAT3	710	651	2228	2263
AGPAT3_p45379592	AGPAT3	734	254	476	439
AGPAT3_p45379613	AGPAT3	407	172	740	481
AGPAT3_p45379618	AGPAT3	40	396	699	1463
AGPAT3_p45379648	AGPAT3	701	370	934	719
AGPAT5_m6566202	AGPAT5	195	321	307	227
AGPAT5_m6566212	AGPAT5	1668	1381	3410	4278
AGPAT5_m6566223	AGPAT5	782	1145	2701	2379
AGPAT5_m6566233	AGPAT5	2271	2181	4502	4135
AGPAT5_m6566240	AGPAT5	546	898	1383	1661
AGPAT5_m6566254	AGPAT5	520	268	586	1373
AGPAT5_m6566307	AGPAT5	196	141	369	188
AGPAT5_p6566182	AGPAT5	329	233	790	1033
AGPAT5_p6566257	AGPAT5	941	738	1815	1921
AGPAT5_p6566262	AGPAT5	474	274	1506	1191
AGTPBP1_m88296213	AGTPBP1	531	492	2269	2580
AGTPBP1_m88296222	AGTPBP1	1138	509	1909	2637
AGTPBP1_m88307605	AGTPBP1	495	251	796	824
AGTPBP1_m88307687	AGTPBP1	1353	700	2269	2760
AGTPBP1_m88307696	AGTPBP1	0	204	694	669
AGTPBP1_p88296203	AGTPBP1	298	192	727	1188
AGTPBP1_p88307644	AGTPBP1	206	189	435	608
AGTPBP1_p88307675	AGTPBP1	800	646	1441	2138
AGTPBP1_p88307700	AGTPBP1	107	67	64	1054
AGTPBP1_p88307705	AGTPBP1	446	253	716	903
AHCTF1_m247067252	AHCTF1	134	170	672	60
AHCTF1_m247068844	AHCTF1	753	595	2763	1411
AHCTF1_m247068867	AHCTF1	509	275	380	835
AHCTF1_m247068886	AHCTF1	745	497	1328	638
AHCTF1_m247068945	AHCTF1	461	178	973	1432
AHCTF1_m247070906	AHCTF1	734	906	553	339
AHCTF1_m247070995	AHCTF1	978	617	508	282
AHCTF1_m247094617	AHCTF1	575	372	858	1120
AHCTF1_p247076572	AHCTF1	375	417	1749	1088
AHCTF1_p247079429	AHCTF1	409	507	1166	1318
AHCY_m32883210	AHCY	205	370	362	240
AHCY_m32883247	AHCY	777	619	179	176
AHCY_m32883267	AHCY	537	378	1147	1029
AHCY_m32883301	AHCY	267	232	530	374
AHCY_m32883330	AHCY	1367	1259	3863	3387
AHCY_p32883227	AHCY	729	229	1023	611
AHCY_p32883238	AHCY	42	123	974	791
AHCY_p32883253	AHCY	443	495	376	33
AHCY_p32883304	AHCY	1106	794	3402	3472
AHCY_p32883309	AHCY	717	497	169	185
AHNAK2_m105423801	AHNAK2	827	932	2364	2698
AHNAK2_m105423809	AHNAK2	275	265	776	1124
AHNAK2_m105423822	AHNAK2	215	414	1125	1162
AHNAK2_m105423829	AHNAK2	502	495	890	704
AHNAK2_m105423836	AHNAK2	200	460	2170	1886
AHNAK2_m105444536	AHNAK2	260	256	1122	1064
AHNAK2_m105444541	AHNAK2	518	374	1342	1589
AHNAK2_m105444555	AHNAK2	343	156	257	1290
AHNAK2_p105423957	AHNAK2	460	311	497	1143
AHNAK2_p105423983	AHNAK2	247	219	1549	972
AHNAK_m62303488	AHNAK	272	284	1238	1124
AHNAK_m62303507	AHNAK	79	133	464	34
AHNAK_m62303523	AHNAK	122	168	238	534
AHNAK_m62303528	AHNAK	181	449	1074	1467
AHNAK_m62303548	AHNAK	591	552	1143	573
AHNAK_m62303560	AHNAK	479	540	1629	2630
AHNAK_p62303470	AHNAK	258	412	1397	1743
AHNAK_p62303477	AHNAK	446	282	879	831
AHNAK_p62303510	AHNAK	322	254	948	862
AHNAK_p62303551	AHNAK	35	23	186	55
AHRR_m344006	AHRR	235	92	752	841
AHRR_m344069	AHRR	283	210	337	610
AHRR_m353878	AHRR	1	47	0	110
AHRR_m353892	AHRR	239	85	458	728
AHRR_m353898	AHRR	382	96	316	720
AHRR_p344008	AHRR	171	125	2480	2626
AHRR_p344030	AHRR	501	503	1767	803
AHRR_p344036	AHRR	230	342	600	114
AHRR_p344042	AHRR	837	296	1327	1652
