==> Bogus_trait.results.csv <==
"Gene"	"Non-unique Gene name"	"Annotation"	"Number_pos_present_in"	"Number_neg_present_in"	"Number_pos_not_present_in"	"Number_neg_not_present_in"	"Sensitivity"	"Specificity"	"Odds_ratio"	"Naive_p"	"Bonferroni_p"	"Benjamini_H_p"	"Max_Pairwise_comparisons"	"Max_supporting_pairs"	"Max_opposing_pairs"	"Best_pairwise_comp_p"	"Worst_pairwise_comp_p"
"gene_8820"	""	"A gene with no relevance to tetracycline resistance"	"20"	"7"	"33"	"37"	"37.735849056603776"	"84.0909090909091"	"3.2034632034632033"	"0.0226887756084301"	"1.0"	"1.0"	"8"	"5"	"6"	"0.2890624999999999"	"0.7265625000000002"
"gene_5320"	""	"A gene with no relevance to tetracycline resistance"	"23"	"30"	"30"	"14"	"43.39622641509434"	"31.818181818181817"	"0.35777777777777775"	"0.023737303836128543"	"1.0"	"1.0"	"19"	"9"	"15"	"0.019210815429687503"	"1.0"
"gene_3003"	""	"A gene with no relevance to tetracycline resistance"	"23"	"30"	"30"	"14"	"43.39622641509434"	"31.818181818181817"	"0.35777777777777775"	"0.023737303836128543"	"1.0"	"1.0"	"19"	"7"	"17"	"0.0007286071777343752"	"0.3592834472656249"
"gene_5197"	""	"A gene with no relevance to tetracycline resistance"	"23"	"30"	"30"	"14"	"43.39622641509434"	"31.818181818181817"	"0.35777777777777775"	"0.023737303836128543"	"1.0"	"1.0"	"18"	"9"	"14"	"0.0308837890625"	"1.0"
"gene_4164"	""	"A gene with no relevance to tetracycline resistance"	"30"	"14"	"23"	"30"	"56.60377358490566"	"68.18181818181817"	"2.7950310559006213"	"0.023737303836128546"	"1.0"	"1.0"	"11"	"10"	"7"	"0.011718750000000002"	"0.548828125"
"gene_5703"	""	"A gene with no relevance to tetracycline resistance"	"30"	"14"	"23"	"30"	"56.60377358490566"	"68.18181818181817"	"2.7950310559006213"	"0.023737303836128546"	"1.0"	"1.0"	"14"	"10"	"6"	"0.17956542968750003"	"0.7905273437500004"
"gene_3734"	""	"A gene with no relevance to tetracycline resistance"	"22"	"29"	"31"	"15"	"41.509433962264154"	"34.090909090909086"	"0.3670745272525028"	"0.024368925288494582"	"1.0"	"1.0"	"23"	"10"	"17"	"0.03468966484069824"	"0.6776394844055175"
"gene_3544"	""	"A gene with no relevance to tetracycline resistance"	"28"	"13"	"25"	"31"	"52.83018867924528"	"70.45454545454545"	"2.670769230769231"	"0.024473549326581773"	"1.0"	"1.0"	"18"	"16"	"7"	"0.0013122558593750002"	"0.48068237304687483"
"gene_4356"	""	"A gene with no relevance to tetracycline resistance"	"28"	"13"	"25"	"31"	"52.83018867924528"	"70.45454545454545"	"2.670769230769231"	"0.024473549326581773"	"1.0"	"1.0"	"22"	"16"	"10"	"0.052478790283203125"	"0.831811904907225"
"gene_7409"	""	"A gene with no relevance to tetracycline resistance"	"28"	"13"	"25"	"31"	"52.83018867924528"	"70.45454545454545"	"2.670769230769231"	"0.024473549326581773"	"1.0"	"1.0"	"18"	"15"	"9"	"0.007537841796875001"	"1.0"
"gene_8905"	""	"A gene with no relevance to tetracycline resistance"	"28"	"13"	"25"	"31"	"52.83018867924528"	"70.45454545454545"	"2.670769230769231"	"0.024473549326581773"	"1.0"	"1.0"	"22"	"18"	"8"	"0.004343509674072266"	"0.2862787246704102"
"gene_6660"	""	"A gene with no relevance to tetracycline resistance"	"28"	"13"	"25"	"31"	"52.83018867924528"	"70.45454545454545"	"2.670769230769231"	"0.024473549326581773"	"1.0"	"1.0"	"20"	"16"	"8"	"0.011817932128906248"	"0.5034446716308595"
"gene_7966"	""	"A gene with no relevance to tetracycline resistance"	"25"	"31"	"28"	"13"	"47.16981132075472"	"29.545454545454547"	"0.37442396313364057"	"0.02447354932658178"	"1.0"	"1.0"	"21"	"10"	"14"	"0.18924713134765628"	"1.0"
"gene_7004"	""	"A gene with no relevance to tetracycline resistance"	"25"	"31"	"28"	"13"	"47.16981132075472"	"29.545454545454547"	"0.37442396313364057"	"0.02447354932658178"	"1.0"	"1.0"	"15"	"7"	"11"	"0.11846923828124997"	"0.9999999999999997"
"gene_8757"	""	"A gene with no relevance to tetracycline resistance"	"32"	"16"	"21"	"28"	"60.37735849056604"	"63.63636363636363"	"2.6666666666666665"	"0.024966903918554308"	"1.0"	"1.0"	"25"	"20"	"10"	"0.0040773153305053685"	"0.4243562221527101"
"gene_8532"	""	"A gene with no relevance to tetracycline resistance"	"32"	"16"	"21"	"28"	"60.37735849056604"	"63.63636363636363"	"2.6666666666666665"	"0.024966903918554308"	"1.0"	"1.0"	"23"	"14"	"12"	"0.4048728942871095"	"0.9999999999999998"
"gene_4127"	""	"A gene with no relevance to tetracycline resistance"	"20"	"27"	"33"	"17"	"37.735849056603776"	"38.63636363636363"	"0.38159371492704824"	"0.025527798602563094"	"1.0"	"1.0"	"20"	"8"	"17"	"0.002576828002929687"	"0.5034446716308595"
"gene_5096"	""	"A gene with no relevance to tetracycline resistance"	"19"	"26"	"34"	"18"	"35.84905660377358"	"40.909090909090914"	"0.38687782805429866"	"0.026047226996153222"	"1.0"	"1.0"	"24"	"11"	"16"	"0.15158963203430173"	"0.8388197422027595"
"gene_5436"	""	"A gene with no relevance to tetracycline resistance"	"19"	"26"	"34"	"18"	"35.84905660377358"	"40.909090909090914"	"0.38687782805429866"	"0.026047226996153222"	"1.0"	"1.0"	"22"	"9"	"16"	"0.052478790283203125"	"0.5234670639038081"
"gene_4008"	""	"A gene with no relevance to tetracycline resistance"	"19"	"26"	"34"	"18"	"35.84905660377358"	"40.909090909090914"	"0.38687782805429866"	"0.026047226996153222"	"1.0"	"1.0"	"20"	"11"	"15"	"0.04138946533203125"	"0.8238029479980463"
"gene_6095"	""	"A gene with no relevance to tetracycline resistance"	"19"	"26"	"34"	"18"	"35.84905660377358"	"40.909090909090914"	"0.38687782805429866"	"0.026047226996153222"	"1.0"	"1.0"	"19"	"7"	"16"	"0.004425048828125002"	"0.3592834472656249"
"gene_8505"	""	"A gene with no relevance to tetracycline resistance"	"34"	"18"	"19"	"26"	"64.15094339622641"	"59.09090909090909"	"2.584795321637427"	"0.026047226996153226"	"1.0"	"1.0"	"22"	"18"	"10"	"0.004343509674072266"	"0.831811904907225"
"gene_5900"	""	"A gene with no relevance to tetracycline resistance"	"34"	"18"	"19"	"26"	"64.15094339622641"	"59.09090909090909"	"2.584795321637427"	"0.026047226996153226"	"1.0"	"1.0"	"16"	"13"	"8"	"0.021270751953125"	"1.0"
"gene_8950"	""	"A gene with no relevance to tetracycline resistance"	"34"	"18"	"19"	"26"	"64.15094339622641"	"59.09090909090909"	"2.584795321637427"	"0.026047226996153226"	"1.0"	"1.0"	"15"	"12"	"8"	"0.035156250000000014"	"0.9999999999999997"
"gene_5256"	""	"A gene with no relevance to tetracycline resistance"	"24"	"30"	"29"	"14"	"45.28301886792453"	"31.818181818181817"	"0.38620689655172413"	"0.02630870971556274"	"1.0"	"1.0"	"22"	"11"	"17"	"0.016900539398193356"	"1.0"
"gene_4090"	""	"A gene with no relevance to tetracycline resistance"	"29"	"14"	"24"	"30"	"54.71698113207547"	"68.18181818181817"	"2.5892857142857144"	"0.026308709715562748"	"1.0"	"1.0"	"18"	"14"	"8"	"0.0308837890625"	"0.8145294189453123"
"gene_8952"	""	"A gene with no relevance to tetracycline resistance"	"29"	"14"	"24"	"30"	"54.71698113207547"	"68.18181818181817"	"2.5892857142857144"	"0.026308709715562748"	"1.0"	"1.0"	"10"	"8"	"7"	"0.10937500000000003"	"0.3437499999999999"
"gene_5734"	""	"A gene with no relevance to tetracycline resistance"	"32"	"36"	"21"	"8"	"60.37735849056604"	"18.181818181818183"	"0.3386243386243386"	"0.02664834017711813"	"1.0"	"1.0"	"15"	"7"	"11"	"0.11846923828124997"	"0.9999999999999997"
"gene_8845"	""	"A gene with no relevance to tetracycline resistance"	"21"	"8"	"32"	"36"	"39.62264150943396"	"81.81818181818183"	"2.953125"	"0.02664834017711813"	"1.0"	"1.0"	"5"	"5"	"3"	"0.0625"	"1.0"
"gene_4489"	""	"A gene with no relevance to tetracycline resistance"	"7"	"15"	"46"	"29"	"13.20754716981132"	"65.9090909090909"	"0.2942028985507246"	"0.02694674131902241"	"1.0"	"1.0"	"11"	"5"	"7"	"0.548828125"	"0.9999999999999997"
"gene_3140"	""	"A gene with no relevance to tetracycline resistance"	"16"	"5"	"37"	"39"	"30.18867924528302"	"88.63636363636364"	"3.372972972972973"	"0.02822677869737444"	"1.0"	"1.0"	"6"	"5"	"5"	"0.21875000000000003"	"0.21875000000000003"
"gene_3158"	""	"A gene with no relevance to tetracycline resistance"	"16"	"5"	"37"	"39"	"30.18867924528302"	"88.63636363636364"	"3.372972972972973"	"0.02822677869737444"	"1.0"	"1.0"	"3"	"2"	"3"	"0.25"	"1.0"
"gene_5750"	""	"A gene with no relevance to tetracycline resistance"	"12"	"20"	"41"	"24"	"22.641509433962266"	"54.54545454545454"	"0.35121951219512193"	"0.029278339334606995"	"1.0"	"1.0"	"16"	"9"	"14"	"0.004180908203124999"	"0.8036193847656252"
"gene_6132"	""	"A gene with no relevance to tetracycline resistance"	"6"	"0"	"47"	"44"	"11.320754716981133"	"100.0"	"inf"	"0.030375805853336713"	"1.0"	"1.0"	"2"	"2"	"0"	"0.5"	"0.5"
"gene_6711"	""	"A gene with no relevance to tetracycline resistance"	"22"	"9"	"31"	"35"	"41.509433962264154"	"79.54545454545455"	"2.759856630824373"	"0.03074490670794475"	"1.0"	"1.0"	"12"	"7"	"6"	"0.7744140625000003"	"1.0"
"gene_3423"	""	"A gene with no relevance to tetracycline resistance"	"22"	"9"	"31"	"35"	"41.509433962264154"	"79.54545454545455"	"2.759856630824373"	"0.03074490670794475"	"1.0"	"1.0"	"15"	"12"	"8"	"0.035156250000000014"	"0.9999999999999997"
"gene_6688"	""	"A gene with no relevance to tetracycline resistance"	"22"	"9"	"31"	"35"	"41.509433962264154"	"79.54545454545455"	"2.759856630824373"	"0.03074490670794475"	"1.0"	"1.0"	"6"	"4"	"4"	"0.6875000000000002"	"0.6875000000000002"
"gene_3463"	""	"A gene with no relevance to tetracycline resistance"	"29"	"34"	"24"	"10"	"54.71698113207547"	"22.727272727272727"	"0.3553921568627451"	"0.031893037063973756"	"1.0"	"1.0"	"17"	"7"	"13"	"0.049041748046874986"	"0.629058837890625"
"gene_3473"	""	"A gene with no relevance to tetracycline resistance"	"24"	"10"	"29"	"34"	"45.28301886792453"	"77.27272727272727"	"2.8137931034482757"	"0.03189303706397376"	"1.0"	"1.0"	"18"	"13"	"7"	"0.09625244140624999"	"0.48068237304687483"
"gene_4926"	""	"A gene with no relevance to tetracycline resistance"	"24"	"10"	"29"	"34"	"45.28301886792453"	"77.27272727272727"	"2.8137931034482757"	"0.03189303706397376"	"1.0"	"1.0"	"8"	"7"	"5"	"0.0703125"	"0.7265625000000002"
"gene_3524"	""	"A gene with no relevance to tetracycline resistance"	"18"	"6"	"35"	"38"	"33.9622641509434"	"86.36363636363636"	"3.257142857142857"	"0.032319498426656684"	"1.0"	"1.0"	"11"	"9"	"5"	"0.06542968749999997"	"0.9999999999999997"
"gene_4931"	""	"A gene with no relevance to tetracycline resistance"	"18"	"6"	"35"	"38"	"33.9622641509434"	"86.36363636363636"	"3.257142857142857"	"0.032319498426656684"	"1.0"	"1.0"	"6"	"4"	"4"	"0.6875000000000002"	"0.6875000000000002"
"gene_6189"	""	"A gene with no relevance to tetracycline resistance"	"11"	"2"	"42"	"42"	"20.754716981132077"	"95.45454545454545"	"5.5"	"0.033158522213358924"	"1.0"	"1.0"	"5"	"5"	"2"	"0.0625"	"1.0"
"gene_5714"	""	"A gene with no relevance to tetracycline resistance"	"3"	"9"	"50"	"35"	"5.660377358490567"	"79.54545454545455"	"0.23333333333333334"	"0.03377222372854239"	"1.0"	"1.0"	"8"	"3"	"6"	"0.2890624999999999"	"0.7265625000000002"
"gene_6451"	""	"A gene with no relevance to tetracycline resistance"	"3"	"9"	"50"	"35"	"5.660377358490567"	"79.54545454545455"	"0.23333333333333334"	"0.03377222372854239"	"1.0"	"1.0"	"8"	"3"	"6"	"0.2890624999999999"	"0.7265625000000002"
"gene_3108"	""	"A gene with no relevance to tetracycline resistance"	"13"	"20"	"40"	"24"	"24.528301886792452"	"54.54545454545454"	"0.39"	"0.034195354384777936"	"1.0"	"1.0"	"19"	"9"	"14"	"0.06356811523437494"	"1.0"
"gene_8711"	""	"A gene with no relevance to tetracycline resistance"	"28"	"33"	"25"	"11"	"52.83018867924528"	"25.0"	"0.37333333333333335"	"0.034518520575092464"	"1.0"	"1.0"	"13"	"7"	"11"	"0.022460937500000003"	"0.9999999999999999"
"gene_8755"	""	"A gene with no relevance to tetracycline resistance"	"28"	"33"	"25"	"11"	"52.83018867924528"	"25.0"	"0.37333333333333335"	"0.034518520575092464"	"1.0"	"1.0"	"19"	"7"	"17"	"0.0007286071777343752"	"0.3592834472656249"
"gene_7098"	""	"A gene with no relevance to tetracycline resistance"	"38"	"22"	"15"	"22"	"71.69811320754717"	"50.0"	"2.533333333333333"	"0.03646707002004243"	"1.0"	"1.0"	"15"	"15"	"4"	"6.103515625e-05"	"0.11846923828124997"
"gene_5329"	""	"A gene with no relevance to tetracycline resistance"	"15"	"22"	"38"	"22"	"28.30188679245283"	"50.0"	"0.39473684210526316"	"0.03646707002004243"	"1.0"	"1.0"	"11"	"6"	"9"	"0.06542968749999997"	"0.9999999999999997"
"gene_4023"	""	"A gene with no relevance to tetracycline resistance"	"14"	"4"	"39"	"40"	"26.41509433962264"	"90.9090909090909"	"3.58974358974359"	"0.03651773005254809"	"1.0"	"1.0"	"4"	"2"	"3"	"0.625"	"1.0"
"gene_5224"	""	"A gene with no relevance to tetracycline resistance"	"26"	"12"	"27"	"32"	"49.056603773584904"	"72.72727272727273"	"2.567901234567901"	"0.03714290661271735"	"1.0"	"1.0"	"17"	"15"	"4"	"0.002349853515625"	"0.049041748046874986"
"gene_7975"	""	"A gene with no relevance to tetracycline resistance"	"26"	"12"	"27"	"32"	"49.056603773584904"	"72.72727272727273"	"2.567901234567901"	"0.03714290661271735"	"1.0"	"1.0"	"23"	"20"	"11"	"0.0004882812500000001"	"0.9999999999999998"
"gene_4055"	""	"A gene with no relevance to tetracycline resistance"	"27"	"32"	"26"	"12"	"50.943396226415096"	"27.27272727272727"	"0.3894230769230769"	"0.03714290661271736"	"1.0"	"1.0"	"18"	"11"	"12"	"0.23788452148437486"	"0.48068237304687483"
"gene_5850"	""	"A gene with no relevance to tetracycline resistance"	"27"	"32"	"26"	"12"	"50.943396226415096"	"27.27272727272727"	"0.3894230769230769"	"0.03714290661271736"	"1.0"	"1.0"	"14"	"7"	"12"	"0.012939453124999998"	"1.0"
"gene_7458"	""	"A gene with no relevance to tetracycline resistance"	"9"	"16"	"44"	"28"	"16.9811320754717"	"63.63636363636363"	"0.35795454545454547"	"0.037143698307848"	"1.0"	"1.0"	"11"	"6"	"9"	"0.06542968749999997"	"0.9999999999999997"
"gene_8733"	""	"A gene with no relevance to tetracycline resistance"	"9"	"16"	"44"	"28"	"16.9811320754717"	"63.63636363636363"	"0.35795454545454547"	"0.037143698307848"	"1.0"	"1.0"	"10"	"5"	"8"	"0.10937500000000003"	"1.0"
"gene_3255"	""	"A gene with no relevance to tetracycline resistance"	"16"	"23"	"37"	"21"	"30.18867924528302"	"47.72727272727273"	"0.39482961222091656"	"0.03752838786628054"	"1.0"	"1.0"	"17"	"6"	"14"	"0.012725830078125003"	"0.33230590820312506"
"gene_8113"	""	"A gene with no relevance to tetracycline resistance"	"16"	"23"	"37"	"21"	"30.18867924528302"	"47.72727272727273"	"0.39482961222091656"	"0.03752838786628054"	"1.0"	"1.0"	"12"	"4"	"10"	"0.038574218750000014"	"0.3876953125000001"
"gene_7056"	""	"A gene with no relevance to tetracycline resistance"	"16"	"23"	"37"	"21"	"30.18867924528302"	"47.72727272727273"	"0.39482961222091656"	"0.03752838786628054"	"1.0"	"1.0"	"17"	"9"	"13"	"0.049041748046874986"	"0.9999999999999998"
"gene_3536"	""	"A gene with no relevance to tetracycline resistance"	"37"	"21"	"16"	"23"	"69.81132075471697"	"52.27272727272727"	"2.5327380952380953"	"0.037528387866280544"	"1.0"	"1.0"	"17"	"13"	"10"	"0.049041748046874986"	"0.629058837890625"
"gene_6080"	""	"A gene with no relevance to tetracycline resistance"	"37"	"21"	"16"	"23"	"69.81132075471697"	"52.27272727272727"	"2.5327380952380953"	"0.037528387866280544"	"1.0"	"1.0"	"21"	"16"	"12"	"0.026603698730468753"	"0.6636238098144525"
"gene_6346"	""	"A gene with no relevance to tetracycline resistance"	"34"	"37"	"19"	"7"	"64.15094339622641"	"15.909090909090908"	"0.3385490753911807"	"0.03788572995749463"	"1.0"	"1.0"	"7"	"3"	"5"	"0.4531249999999996"	"0.9999999999999998"
"gene_3562"	""	"A gene with no relevance to tetracycline resistance"	"19"	"7"	"34"	"37"	"35.84905660377358"	"84.0909090909091"	"2.953781512605042"	"0.03788572995749463"	"1.0"	"1.0"	"6"	"6"	"4"	"0.03125"	"0.6875000000000002"
"gene_8309"	""	"A gene with no relevance to tetracycline resistance"	"36"	"20"	"17"	"24"	"67.9245283018868"	"54.54545454545454"	"2.541176470588235"	"0.038541956728629215"	"1.0"	"1.0"	"20"	"17"	"8"	"0.002576828002929687"	"0.5034446716308595"
"gene_3704"	""	"A gene with no relevance to tetracycline resistance"	"36"	"20"	"17"	"24"	"67.9245283018868"	"54.54545454545454"	"2.541176470588235"	"0.038541956728629215"	"1.0"	"1.0"	"18"	"15"	"8"	"0.007537841796875001"	"0.8145294189453123"
"gene_6878"	""	"A gene with no relevance to tetracycline resistance"	"36"	"20"	"17"	"24"	"67.9245283018868"	"54.54545454545454"	"2.541176470588235"	"0.038541956728629215"	"1.0"	"1.0"	"18"	"16"	"7"	"0.0013122558593750002"	"0.48068237304687483"
"gene_7921"	""	"A gene with no relevance to tetracycline resistance"	"17"	"24"	"36"	"20"	"32.075471698113205"	"45.45454545454545"	"0.39351851851851855"	"0.038541956728629215"	"1.0"	"1.0"	"19"	"6"	"16"	"0.004425048828125002"	"0.16706848144531244"
"gene_6112"	""	"A gene with no relevance to tetracycline resistance"	"17"	"24"	"36"	"20"	"32.075471698113205"	"45.45454545454545"	"0.39351851851851855"	"0.038541956728629215"	"1.0"	"1.0"	"21"	"12"	"14"	"0.18924713134765628"	"0.6636238098144525"
"gene_6429"	""	"A gene with no relevance to tetracycline resistance"	"17"	"24"	"36"	"20"	"32.075471698113205"	"45.45454545454545"	"0.39351851851851855"	"0.038541956728629215"	"1.0"	"1.0"	"16"	"11"	"12"	"0.076812744140625"	"0.21011352539062492"
"gene_6087"	""	"A gene with no relevance to tetracycline resistance"	"17"	"24"	"36"	"20"	"32.075471698113205"	"45.45454545454545"	"0.39351851851851855"	"0.038541956728629215"	"1.0"	"1.0"	"10"	"6"	"8"	"0.10937500000000003"	"0.7539062500000002"
"gene_8398"	""	"A gene with no relevance to tetracycline resistance"	"17"	"24"	"36"	"20"	"32.075471698113205"	"45.45454545454545"	"0.39351851851851855"	"0.038541956728629215"	"1.0"	"1.0"	"20"	"8"	"17"	"0.002576828002929687"	"0.5034446716308595"
"gene_5633"	""	"A gene with no relevance to tetracycline resistance"	"0"	"4"	"53"	"40"	"0.0"	"90.9090909090909"	"0.0"	"0.03917958693619337"	"1.0"	"1.0"	"2"	"0"	"2"	"0.5"	"0.5"
"gene_3631"	""	"A gene with no relevance to tetracycline resistance"	"18"	"25"	"35"	"19"	"33.9622641509434"	"43.18181818181818"	"0.39085714285714285"	"0.0395074337509381"	"1.0"	"1.0"	"19"	"10"	"15"	"0.019210815429687503"	"1.0"
"gene_3641"	""	"A gene with no relevance to tetracycline resistance"	"18"	"25"	"35"	"19"	"33.9622641509434"	"43.18181818181818"	"0.39085714285714285"	"0.0395074337509381"	"1.0"	"1.0"	"16"	"8"	"14"	"0.004180908203124999"	"1.0"
"gene_4360"	""	"A gene with no relevance to tetracycline resistance"	"18"	"25"	"35"	"19"	"33.9622641509434"	"43.18181818181818"	"0.39085714285714285"	"0.0395074337509381"	"1.0"	"1.0"	"15"	"7"	"13"	"0.007385253906249998"	"0.9999999999999997"
"gene_5857"	""	"A gene with no relevance to tetracycline resistance"	"18"	"25"	"35"	"19"	"33.9622641509434"	"43.18181818181818"	"0.39085714285714285"	"0.0395074337509381"	"1.0"	"1.0"	"21"	"10"	"18"	"0.001489639282226563"	"1.0"
"gene_3827"	""	"A gene with no relevance to tetracycline resistance"	"27"	"13"	"26"	"31"	"50.943396226415096"	"70.45454545454545"	"2.4763313609467454"	"0.03975507287326213"	"1.0"	"1.0"	"19"	"14"	"8"	"0.06356811523437494"	"0.6476058959960938"
"gene_7776"	""	"A gene with no relevance to tetracycline resistance"	"27"	"13"	"26"	"31"	"50.943396226415096"	"70.45454545454545"	"2.4763313609467454"	"0.03975507287326213"	"1.0"	"1.0"	"15"	"10"	"10"	"0.30175781250000017"	"0.30175781250000017"
"gene_4154"	""	"A gene with no relevance to tetracycline resistance"	"27"	"13"	"26"	"31"	"50.943396226415096"	"70.45454545454545"	"2.4763313609467454"	"0.03975507287326213"	"1.0"	"1.0"	"20"	"15"	"9"	"0.04138946533203125"	"0.8238029479980463"
"gene_7472"	""	"A gene with no relevance to tetracycline resistance"	"23"	"29"	"30"	"15"	"43.39622641509434"	"34.090909090909086"	"0.39655172413793105"	"0.040423573883457034"	"1.0"	"1.0"	"22"	"12"	"15"	"0.13380050659179688"	"0.831811904907225"
"gene_4333"	""	"A gene with no relevance to tetracycline resistance"	"23"	"29"	"30"	"15"	"43.39622641509434"	"34.090909090909086"	"0.39655172413793105"	"0.040423573883457034"	"1.0"	"1.0"	"21"	"7"	"18"	"0.001489639282226563"	"0.18924713134765628"
"gene_5095"	""	"A gene with no relevance to tetracycline resistance"	"23"	"29"	"30"	"15"	"43.39622641509434"	"34.090909090909086"	"0.39655172413793105"	"0.040423573883457034"	"1.0"	"1.0"	"22"	"11"	"15"	"0.13380050659179688"	"1.0"
"gene_7537"	""	"A gene with no relevance to tetracycline resistance"	"23"	"29"	"30"	"15"	"43.39622641509434"	"34.090909090909086"	"0.39655172413793105"	"0.040423573883457034"	"1.0"	"1.0"	"17"	"11"	"14"	"0.012725830078125003"	"0.33230590820312506"
"gene_4007"	""	"A gene with no relevance to tetracycline resistance"	"30"	"15"	"23"	"29"	"56.60377358490566"	"65.9090909090909"	"2.5217391304347827"	"0.040423573883457034"	"1.0"	"1.0"	"23"	"17"	"11"	"0.03468966484069824"	"0.9999999999999998"
"gene_7450"	""	"A gene with no relevance to tetracycline resistance"	"30"	"15"	"23"	"29"	"56.60377358490566"	"65.9090909090909"	"2.5217391304347827"	"0.040423573883457034"	"1.0"	"1.0"	"11"	"10"	"9"	"0.011718750000000002"	"0.06542968749999997"
"gene_4250"	""	"A gene with no relevance to tetracycline resistance"	"30"	"15"	"23"	"29"	"56.60377358490566"	"65.9090909090909"	"2.5217391304347827"	"0.040423573883457034"	"1.0"	"1.0"	"14"	"11"	"9"	"0.05737304687500002"	"0.4239501953124999"
"gene_3503"	""	"A gene with no relevance to tetracycline resistance"	"30"	"15"	"23"	"29"	"56.60377358490566"	"65.9090909090909"	"2.5217391304347827"	"0.040423573883457034"	"1.0"	"1.0"	"18"	"15"	"5"	"0.007537841796875001"	"0.09625244140624999"
"gene_4439"	""	"A gene with no relevance to tetracycline resistance"	"30"	"15"	"23"	"29"	"56.60377358490566"	"65.9090909090909"	"2.5217391304347827"	"0.040423573883457034"	"1.0"	"1.0"	"18"	"17"	"10"	"0.00014495849609375"	"0.8145294189453123"
"gene_7565"	""	"A gene with no relevance to tetracycline resistance"	"30"	"15"	"23"	"29"	"56.60377358490566"	"65.9090909090909"	"2.5217391304347827"	"0.040423573883457034"	"1.0"	"1.0"	"13"	"10"	"8"	"0.09228515625000003"	"0.5810546875"
"gene_3910"	""	"A gene with no relevance to tetracycline resistance"	"30"	"15"	"23"	"29"	"56.60377358490566"	"65.9090909090909"	"2.5217391304347827"	"0.040423573883457034"	"1.0"	"1.0"	"20"	"12"	"12"	"0.5034446716308595"	"0.5034446716308595"
"gene_4751"	""	"A gene with no relevance to tetracycline resistance"	"31"	"16"	"22"	"28"	"58.490566037735846"	"63.63636363636363"	"2.465909090909091"	"0.04128847567390282"	"1.0"	"1.0"	"21"	"16"	"9"	"0.026603698730468753"	"0.6636238098144525"
"gene_7165"	""	"A gene with no relevance to tetracycline resistance"	"31"	"16"	"22"	"28"	"58.490566037735846"	"63.63636363636363"	"2.465909090909091"	"0.04128847567390282"	"1.0"	"1.0"	"18"	"15"	"9"	"0.007537841796875001"	"1.0"
"gene_7463"	""	"A gene with no relevance to tetracycline resistance"	"31"	"16"	"22"	"28"	"58.490566037735846"	"63.63636363636363"	"2.465909090909091"	"0.04128847567390282"	"1.0"	"1.0"	"17"	"12"	"10"	"0.14346313476562497"	"0.629058837890625"
"gene_6827"	""	"A gene with no relevance to tetracycline resistance"	"31"	"16"	"22"	"28"	"58.490566037735846"	"63.63636363636363"	"2.465909090909091"	"0.04128847567390282"	"1.0"	"1.0"	"18"	"16"	"7"	"0.0013122558593750002"	"0.48068237304687483"
"gene_8088"	""	"A gene with no relevance to tetracycline resistance"	"22"	"28"	"31"	"16"	"41.509433962264154"	"36.36363636363637"	"0.4055299539170507"	"0.04128847567390283"	"1.0"	"1.0"	"17"	"11"	"12"	"0.14346313476562497"	"0.33230590820312506"
"gene_4311"	""	"A gene with no relevance to tetracycline resistance"	"22"	"28"	"31"	"16"	"41.509433962264154"	"36.36363636363637"	"0.4055299539170507"	"0.04128847567390283"	"1.0"	"1.0"	"21"	"12"	"15"	"0.07835388183593749"	"0.6636238098144525"
"gene_7871"	""	"A gene with no relevance to tetracycline resistance"	"22"	"28"	"31"	"16"	"41.509433962264154"	"36.36363636363637"	"0.4055299539170507"	"0.04128847567390283"	"1.0"	"1.0"	"14"	"7"	"14"	"0.0001220703125"	"1.0"
"gene_4615"	""	"A gene with no relevance to tetracycline resistance"	"32"	"17"	"21"	"27"	"60.37735849056604"	"61.36363636363637"	"2.4201680672268906"	"0.04209968699375231"	"1.0"	"1.0"	"18"	"14"	"9"	"0.0308837890625"	"1.0"
"gene_3360"	""	"A gene with no relevance to tetracycline resistance"	"21"	"27"	"32"	"17"	"39.62264150943396"	"38.63636363636363"	"0.4131944444444444"	"0.04209968699375231"	"1.0"	"1.0"	"20"	"9"	"17"	"0.002576828002929687"	"0.8238029479980463"
"gene_5999"	""	"A gene with no relevance to tetracycline resistance"	"32"	"17"	"21"	"27"	"60.37735849056604"	"61.36363636363637"	"2.4201680672268906"	"0.04209968699375231"	"1.0"	"1.0"	"17"	"12"	"8"	"0.14346313476562497"	"0.9999999999999998"
"gene_7758"	""	"A gene with no relevance to tetracycline resistance"	"32"	"17"	"21"	"27"	"60.37735849056604"	"61.36363636363637"	"2.4201680672268906"	"0.04209968699375231"	"1.0"	"1.0"	"21"	"16"	"12"	"0.026603698730468753"	"0.6636238098144525"
"gene_8318"	""	"A gene with no relevance to tetracycline resistance"	"32"	"17"	"21"	"27"	"60.37735849056604"	"61.36363636363637"	"2.4201680672268906"	"0.04209968699375231"	"1.0"	"1.0"	"18"	"15"	"8"	"0.007537841796875001"	"0.8145294189453123"
"gene_4327"	""	"A gene with no relevance to tetracycline resistance"	"25"	"30"	"28"	"14"	"47.16981132075472"	"31.818181818181817"	"0.4166666666666667"	"0.04234475098682391"	"1.0"	"1.0"	"20"	"8"	"17"	"0.002576828002929687"	"0.5034446716308595"
